trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.1, 'e': 0.5410494509487578}",30,0,-83.18894605935417,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",1
368,False,"{'a': 0.1, 'e': 0.6223054402265364}",20,0,-66.00195829134346,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
369,False,"{'a': 0.1, 'e': 0.6973435592523954}",20,0,-94.41434399962263,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
370,False,"{'a': 0.1, 'e': 0.7654140519453433}",30,0,-100.09850313188069,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
371,False,"{'a': 0.1, 'e': 0.8258367804435001}",30,0,-127.66412621922517,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
372,False,"{'a': 0.1, 'e': 0.8780080208168103}",30,0,-69.31215433239976,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
373,False,"{'a': 0.1, 'e': 0.9214064952769834}",20,0,-103.38093573124634,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
374,False,"{'a': 0.1, 'e': 0.9555985806128394}",25,0,-136.1194175501889,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
375,False,"{'a': 0.1, 'e': 0.9802426408101081}",30,0,-138.23829093800703,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
376,False,"{'a': 0.1, 'e': 0.9950924405655388}",30,0,-132.55817912851364,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
377,False,"{'a': 0.1, 'e': 0.9999996055886664}",30,0,-118.77007459905887,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
378,False,"{'a': 0.1, 'e': 0.994915105108673}",25,0,-117.69185998572527,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
379,False,"{'a': 0.1, 'e': 0.9798897417736435}",25,0,-78.41748491026686,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
380,False,"{'a': 0.1, 'e': 0.9550736440472949}",30,0,-141.83649513973612,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
381,False,"{'a': 0.1, 'e': 0.920714766174998}",30,10,-8.256617621950335,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.1, 'e': 0.8771564107069181}",20,0,-204.39841241228152,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
383,False,"{'a': 0.1, 'e': 0.824833798332414}",25,0,-162.27782788925572,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
384,False,"{'a': 0.1, 'e': 0.7642697192987757}",35,0,-103.50651935352298,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 1}",0
385,False,"{'a': 0.1, 'e': 0.6960693098638897}",25,0,-185.67440518657847,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
386,False,"{'a': 0.1, 'e': 0.6209140059747617}",20,4,-130.88148010974191,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 3}",1
387,False,"{'a': 0.1, 'e': 0.5395547345848157}",25,0,-64.396371451506,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
388,False,"{'a': 0.1, 'e': 0.4528044106399808}",20,0,-26.1749287178157,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
389,False,"{'a': 0.1, 'e': 0.36152981470126916}",25,0,-76.0834769949867,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
390,False,"{'a': 0.1, 'e': 0.26664293235993725}",20,4,16.971754532612653,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.1, 'e': 0.16909184197889304}",25,0,-4.153513131890429,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
392,False,"{'a': 0.1, 'e': 0.0698512418071273}",30,18,9.128739582755987,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.1, 'e': 0.030087288883024584}",20,12,16.070681509279325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.1, 'e': 0.12972519732819268}",20,10,-15.204423598259217,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
395,False,"{'a': 0.1, 'e': 0.22806693448309956}",20,14,12.153247731566884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.1, 'e': 0.3241299022175636}",25,10,0.7809986423503059,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.1, 'e': 0.41695427111217037}",30,2,-71.6303699095563,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 2}",1
398,False,"{'a': 0.1, 'e': 0.5056125707565817}",25,0,-184.3781896877336,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
399,False,"{'a': 0.1, 'e': 0.5892189567272881}",25,0,-112.90884806766678,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
400,False,"{'a': 0.1, 'e': 0.6669380616522619}",20,0,-57.4696524011975,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
401,False,"{'a': 0.1, 'e': 0.737993341925624}",30,0,-104.21022390348452,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
402,False,"{'a': 0.1, 'e': 0.8016748366746302}",30,5,-40.80835067707888,"{0: 17, 1: 6, 2: 1, 3: 1, 4: 0}",1
403,False,"{'a': 0.1, 'e': 0.857346261454052}",20,0,-140.94990742707185,"{0: 9, 1: 0, 2: 9, 3: 1, 4: 1}",0
404,False,"{'a': 0.1, 'e': 0.9044513657900196}",30,0,-189.57024041741894,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
405,False,"{'a': 0.1, 'e': 0.9425194910508831}",25,18,-18.898612428438167,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
406,False,"{'a': 0.1, 'e': 0.9711702731126902}",30,0,-84.89648174300022,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
407,False,"{'a': 0.1, 'e': 0.990117442831766}",20,0,-163.08370024144534,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
408,False,"{'a': 0.1, 'e': 0.9991716863513789}",25,0,-107.701454197006,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
409,False,"{'a': 0.1, 'e': 0.9982425366632159}",25,0,-98.71948617890088,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
410,False,"{'a': 0.1, 'e': 0.9873392775238264}",30,0,-170.04731031170778,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
411,False,"{'a': 0.1, 'e': 0.9665708506943913}",20,0,-60.996998692127754,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
412,False,"{'a': 0.1, 'e': 0.9361447674306613}",30,0,-55.58393411262943,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
413,False,"{'a': 0.1, 'e': 0.896365035099082}",20,0,-173.43066768307588,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
414,False,"{'a': 0.1, 'e': 0.8476291196356791}",20,2,-125.40924023530067,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 3}",1
415,False,"{'a': 0.1, 'e': 0.7904239741978156}",30,0,-135.15291877234085,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
416,False,"{'a': 0.1, 'e': 0.7253211736891915}",25,0,-199.4410700886351,"{0: 10, 1: 5, 2: 6, 3: 2, 4: 2}",0
417,False,"{'a': 0.1, 'e': 0.652971203772368}",25,15,-31.543515754356203,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
418,False,"{'a': 0.1, 'e': 0.5740969614310336}",30,2,-90.82955196291252,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 1}",1
419,False,"{'a': 0.1, 'e': 0.4894865320223051}",20,0,-152.55261749941158,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
420,False,"{'a': 0.1, 'e': 0.39998531498835127}",20,0,-71.5678215660626,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
421,False,"{'a': 0.1, 'e': 0.306487576904594}",20,2,-27.195737703528803,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
422,False,"{'a': 0.1, 'e': 0.20992751626372916}",30,20,10.142728727010251,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.1, 'e': 0.11126992927316799}",25,11,0.3284092402722252,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.1, 'e': 0.011500569930257757}",25,20,10.4561432338864,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.1, 'e': 0.08838369930580554}",25,14,23.0514778271511,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.1, 'e': 0.187384867834179}",25,17,12.536417089589962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.1, 'e': 0.2845137487043553}",30,0,16.31046258676403,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
428,False,"{'a': 0.1, 'e': 0.37879986224521894}",20,0,-5.500612681154092,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
429,False,"{'a': 0.1, 'e': 0.4693011327771151}",20,10,14.311489060323481,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.1, 'e': 0.5551133015206257}",20,12,-37.30028228599243,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
431,False,"{'a': 0.1, 'e': 0.6353789616514094}",20,9,-10.592321348423301,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.1, 'e': 0.7092961252257328}",30,10,-23.637880409407583,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
433,False,"{'a': 0.1, 'e': 0.7761262363789271}",30,8,-48.99752647547744,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 0}",1
434,False,"{'a': 0.1, 'e': 0.835201550731447}",20,0,-106.33613078722574,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
435,False,"{'a': 0.1, 'e': 0.8859318072699817}",20,0,-177.48470729551275,"{0: 6, 1: 3, 2: 9, 3: 0, 4: 2}",0
436,False,"{'a': 0.1, 'e': 0.9278101260403985}",20,5,-64.05268992752826,"{0: 6, 1: 3, 2: 6, 3: 0, 4: 0}",1
437,False,"{'a': 0.1, 'e': 0.9604180727246712}",25,0,-67.4376222843833,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
438,False,"{'a': 0.1, 'e': 0.9834298394982847}",20,0,-116.20101670257623,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
439,False,"{'a': 0.1, 'e': 0.9966155003943157}",20,0,-85.3881086480417,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
440,False,"{'a': 0.1, 'e': 0.9998433086476912}",25,0,-57.83212610455827,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
441,False,"{'a': 0.1, 'e': 0.9930810130653156}",25,0,-174.2657514028188,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
442,False,"{'a': 0.1, 'e': 0.9763961802693296}",20,0,-50.9920137532242,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
443,False,"{'a': 0.1, 'e': 0.9499555195937583}",30,0,-109.39898150999674,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
444,False,"{'a': 0.1, 'e': 0.9140232173799515}",20,0,-23.649179360626892,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
445,False,"{'a': 0.1, 'e': 0.8689582973139933}",25,0,-98.7543049005511,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
446,False,"{'a': 0.1, 'e': 0.8152110331806943}",25,0,-95.68768414531665,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
447,False,"{'a': 0.1, 'e': 0.7533184498767937}",25,0,-148.8488575428705,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
448,False,"{'a': 0.1, 'e': 0.6838989576356965}",20,0,-162.8213142811071,"{0: 7, 1: 4, 2: 7, 3: 0, 4: 2}",0
449,False,"{'a': 0.1, 'e': 0.6076461730768422}",20,0,-65.45680344192839,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
450,False,"{'a': 0.1, 'e': 0.5253219888177297}",30,0,-148.54069832180073,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
451,False,"{'a': 0.1, 'e': 0.43774896089470705}",20,12,10.354059676940455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.1, 'e': 0.3458020900549924}",25,0,-64.84428986368684,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
453,False,"{'a': 0.1, 'e': 0.2504000790384217}",30,12,-10.213049928821288,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
454,False,"{'a': 0.1, 'e': 0.15249615320336046}",20,10,-51.389464898796575,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
455,False,"{'a': 0.1, 'e': 0.05306853621402457}",30,21,18.82085649930028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.1, 'e': 0.046889324047043116}",35,27,12.508182069537538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.1, 'e': 0.14637868168178253}",25,0,16.866944468340925,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
458,False,"{'a': 0.1, 'e': 0.2444054719155166}",30,7,11.275907844987646,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.1, 'e': 0.33999024346357853}",20,0,-63.659627865078114,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
460,False,"{'a': 0.1, 'e': 0.4321779448847783}",30,1,-105.60697514622304,"{0: 18, 1: 2, 2: 6, 3: 3, 4: 0}",1
461,False,"{'a': 0.1, 'e': 0.5200474671397309}",25,1,-35.38712460250334,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 0}",1
462,False,"{'a': 0.1, 'e': 0.6027208470078607}",30,0,-60.01945456960298,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
463,False,"{'a': 0.1, 'e': 0.6793720394057109}",35,0,-92.15893543913731,"{0: 24, 1: 5, 2: 5, 3: 0, 4: 1}",0
464,False,"{'a': 0.1, 'e': 0.749235170956358}",30,0,-149.72939566174327,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
465,False,"{'a': 0.1, 'e': 0.8116121923430246}",20,0,-130.73506819679832,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
466,False,"{'a': 0.1, 'e': 0.8658798529871259}",25,0,-57.61759767207953,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
467,False,"{'a': 0.1, 'e': 0.9114959283620049}",30,0,-85.64755583114211,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
468,False,"{'a': 0.1, 'e': 0.9480046377211855}",20,0,-137.52344087935447,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
469,False,"{'a': 0.1, 'e': 0.9750411981089256}",20,0,-111.84785647062773,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
470,False,"{'a': 0.1, 'e': 0.9923354691509287}",30,0,-41.65749162907305,"{0: 20, 1: 7, 2: 3, 3: 0, 4: 0}",0
471,False,"{'a': 0.1, 'e': 0.9997146522076715}",20,0,-30.19647670520769,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
472,False,"{'a': 0.1, 'e': 0.9971050169212831}",25,0,-88.99312946229948,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
473,False,"{'a': 0.1, 'e': 0.9845326379049143}",25,0,-147.30862888206008,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
474,False,"{'a': 0.1, 'e': 0.9621231342138207}",30,0,-177.4826594296288,"{0: 16, 1: 5, 2: 5, 3: 2, 4: 2}",0
475,False,"{'a': 0.1, 'e': 0.9301004142012892}",25,0,-125.48703065829143,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
476,False,"{'a': 0.1, 'e': 0.8887844383003768}",20,0,-115.01600525650726,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
477,False,"{'a': 0.1, 'e': 0.8385880220850412}",20,0,-107.49368849960271,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
478,False,"{'a': 0.1, 'e': 0.7800127115533773}",20,0,-82.10846880939538,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
479,False,"{'a': 0.1, 'e': 0.7136437718457938}",20,1,-37.80323848810531,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
480,False,"{'a': 0.1, 'e': 0.6401443394691997}",20,0,-113.2128564231348,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
481,False,"{'a': 0.1, 'e': 0.5602487964562096}",20,8,-46.383601524875615,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
482,False,"{'a': 0.1, 'e': 0.47475543266265885}",20,0,-85.59166560474314,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
483,False,"{'a': 0.1, 'e': 0.38451846951922397}",20,0,-7.710589574944887,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
484,False,"{'a': 0.1, 'e': 0.2904395249332599}",20,8,10.386789672129446,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.1, 'e': 0.1934586046207122}",25,11,-35.81137056993299,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
486,False,"{'a': 0.1, 'e': 0.09454470987969996}",25,18,15.054924744506348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.1, 'e': 0.005313844350104288}",25,13,12.36801722668005,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.1, 'e': 0.1051193044036857}",35,21,29.934725612322847,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.1, 'e': 0.20387444711548766}",25,9,-46.05983760798958,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
490,False,"{'a': 0.1, 'e': 0.3005925437436371}",25,11,15.725867896457673,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.1, 'e': 0.39430721903739135}",30,0,-48.15472455423306,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
492,False,"{'a': 0.1, 'e': 0.48408210693916126}",25,0,-48.111992838088746,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
493,False,"{'a': 0.1, 'e': 0.5690202064446649}",25,12,-132.01396147984934,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 3}",1
494,False,"{'a': 0.1, 'e': 0.6482728441404458}",30,0,-177.50631756319228,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
495,False,"{'a': 0.1, 'e': 0.7210481538680822}",20,0,-74.60240840893792,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
496,False,"{'a': 0.1, 'e': 0.7866189887891044}",25,0,-141.10394763965752,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
497,False,"{'a': 0.1, 'e': 0.8443301867958127}",30,0,-126.28825158861109,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
498,False,"{'a': 0.1, 'e': 0.8936051166745098}",25,0,-124.03831475308915,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
499,False,"{'a': 0.1, 'e': 0.9339514396139739}",20,0,-18.439132542958,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
500,False,"{'a': 0.1, 'e': 0.9649660284921133}",25,0,-207.76468990142683,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
501,False,"{'a': 0.1, 'e': 0.9863389957889219}",20,2,-71.27272107149507,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
502,False,"{'a': 0.1, 'e': 0.9978567898801314}",25,0,-72.78364175780176,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
503,False,"{'a': 0.1, 'e': 0.9994043287744586}",25,2,-173.7931651088055,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 4}",1
504,False,"{'a': 0.1, 'e': 0.99096614997482}",20,0,-42.76587617017246,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
505,False,"{'a': 0.1, 'e': 0.9726265649744922}",30,0,-95.44966364412032,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
506,False,"{'a': 0.1, 'e': 0.9445688168445349}",20,0,-93.66819657388882,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
507,False,"{'a': 0.1, 'e': 0.9070732493296052}",30,0,-214.134774178768,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 4}",0
508,False,"{'a': 0.1, 'e': 0.8605145057459257}",30,0,-174.7852195089789,"{0: 16, 1: 0, 2: 11, 3: 2, 4: 1}",0
509,False,"{'a': 0.1, 'e': 0.8053577856691099}",20,0,-76.7099913202366,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
510,False,"{'a': 0.1, 'e': 0.7421541968137826}",20,0,-99.00322355105482,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
511,False,"{'a': 0.1, 'e': 0.6715352485474484}",20,0,-86.80470795453803,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
512,False,"{'a': 0.1, 'e': 0.5942065420576682}",30,0,-201.957807210946,"{0: 15, 1: 5, 2: 7, 3: 0, 4: 3}",0
513,False,"{'a': 0.1, 'e': 0.5109407202182159}",20,0,-137.98676016790807,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",1
514,False,"{'a': 0.1, 'e': 0.4225697475968902}",20,0,-126.60893525032701,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
515,False,"{'a': 0.1, 'e': 0.32997659774057014}",20,12,-10.706654078705913,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
516,False,"{'a': 0.1, 'e': 0.23408643079538105}",30,14,-28.794182736589313,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
517,False,"{'a': 0.1, 'e': 0.1358573496123707}",20,12,14.25025073247624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.1, 'e': 0.03627082670050258}",25,0,38.757635600218876,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.1, 'e': 0.06367810232221571}",20,13,3.9950201065729827,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.1, 'e': 0.16299078079570548}",25,14,20.891190460519294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.1, 'e': 0.2606749092650805}",30,0,-74.49231006551157,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
522,False,"{'a': 0.1, 'e': 0.35575446020874757}",20,0,0.46963649203291813,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
523,False,"{'a': 0.1, 'e': 0.44727943018279837}",20,0,-228.75893337614232,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 5}",0
524,False,"{'a': 0.1, 'e': 0.5343353319413849}",20,0,-104.18393190342503,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
525,False,"{'a': 0.1, 'e': 0.616052331690985}",30,0,-78.19985568993829,"{0: 18, 1: 3, 2: 9, 3: 0, 4: 0}",0
526,False,"{'a': 0.1, 'e': 0.6916139401821607}",25,0,-83.25076195626123,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
527,False,"{'a': 0.1, 'e': 0.7602651708002094}",25,0,-91.07087565689078,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
528,False,"{'a': 0.1, 'e': 0.8213200831418752}",20,0,-93.94419073826946,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
529,False,"{'a': 0.1, 'e': 0.8741686367051108}",20,7,-21.141808093877504,"{0: 8, 1: 4, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.1, 'e': 0.9182827862121189}",25,0,-139.17246792343445,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
531,False,"{'a': 0.1, 'e': 0.9532217576632306}",25,0,-138.1750580970837,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",1
532,False,"{'a': 0.1, 'e': 0.9786364524049915}",30,0,-134.3693224144974,"{0: 15, 1: 7, 2: 7, 3: 0, 4: 1}",0
533,False,"{'a': 0.1, 'e': 0.9942729352085231}",25,0,-141.78220598367247,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
534,False,"{'a': 0.1, 'e': 0.9999749715063865}",25,0,-32.05315922182288,"{0: 16, 1: 8, 2: 1, 3: 0, 4: 0}",0
535,False,"{'a': 0.1, 'e': 0.9956855884367365}",25,0,-36.064202614644074,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
536,False,"{'a': 0.1, 'e': 0.9814476440973232}",30,0,-81.19985208038808,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
537,False,"{'a': 0.1, 'e': 0.9574033993215472}",20,0,-108.11569491583575,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
538,False,"{'a': 0.1, 'e': 0.9237930962552373}",20,0,-123.34683580770879,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
539,False,"{'a': 0.1, 'e': 0.8809525579365433}",30,0,-83.60987860963495,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
540,False,"{'a': 0.1, 'e': 0.8293098328631502}",30,0,-267.6768189188869,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 5}",0
541,False,"{'a': 0.1, 'e': 0.7693809180731687}",25,0,-149.08640813289668,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
542,False,"{'a': 0.1, 'e': 0.7017646034733183}",25,0,-111.04416157084714,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
543,False,"{'a': 0.1, 'e': 0.6271364889280987}",20,0,-27.064194340842054,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
544,False,"{'a': 0.1, 'e': 0.5462422338892708}",25,0,-77.01244220347189,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
545,False,"{'a': 0.1, 'e': 0.4598901070131037}",30,0,-53.5398923679267,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
546,False,"{'a': 0.1, 'e': 0.3689429102071134}",20,0,-23.243487301258227,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
547,False,"{'a': 0.1, 'e': 0.2743093577986452}",20,2,3.5884419345741634,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.1, 'e': 0.176934996961671}",20,16,9.568780829633262,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.1, 'e': 0.07779276012198974}",25,1,29.588899727485614,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.1, 'e': 0.022126756261955736}",25,11,-22.44224927350581,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
