trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
919,False,"{'a': 0.1, 'e': 0.7011315958760967}",25,0,-85.20394590650896,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
920,False,"{'a': 0.1, 'e': 0.626444447910339}",25,0,-183.4470460248465,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
921,False,"{'a': 0.1, 'e': 0.5454980740960533}",30,0,-143.1315388590176,"{0: 16, 1: 2, 2: 11, 3: 0, 4: 1}",0
922,False,"{'a': 0.1, 'e': 0.4591012638431009}",20,0,-51.899675526710645,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
923,False,"{'a': 0.1, 'e': 0.36811726552051666}",20,0,-5.104552325388961,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
924,False,"{'a': 0.1, 'e': 0.27345516116425417}",20,1,-2.0036423729625437,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
925,False,"{'a': 0.1, 'e': 0.17606078322989716}",20,6,15.338306591599741,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
926,False,"{'a': 0.1, 'e': 0.07690726414745035}",20,16,8.33738324062376,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.1, 'e': 0.02301468689618212}",25,15,19.14319774680269,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.1, 'e': 0.12270668279600609}",20,4,9.452574783581973,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.1, 'e': 0.22117263408275487}",25,16,-27.019518353339492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
930,False,"{'a': 0.1, 'e': 0.31742870151970165}",25,11,-57.347510308449046,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
931,False,"{'a': 0.1, 'e': 0.4105131262990551}",30,0,-37.32558899041239,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
932,False,"{'a': 0.1, 'e': 0.4994958396180135}",25,18,2.624134384994254,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.1, 'e': 0.5834877556188933}",25,14,-37.91611063545986,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 0}",1
934,False,"{'a': 0.1, 'e': 0.6616496548410261}",20,0,-10.759764167741876,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
935,False,"{'a': 0.1, 'e': 0.7332005694242856}",25,0,-84.68206516440145,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
936,False,"{'a': 0.1, 'e': 0.7974255862817522}",25,6,-53.35941703695428,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 0}",1
937,False,"{'a': 0.1, 'e': 0.8536829902749359}",20,13,13.981310020209992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.1, 'e': 0.9014106760193782}",25,0,-97.13771310982153,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
939,False,"{'a': 0.1, 'e': 0.9401317642557823}",20,0,-35.695244779514,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
940,False,"{'a': 0.1, 'e': 0.9694593666699876}",25,0,-7.270885717032767,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
941,False,"{'a': 0.1, 'e': 0.98910045155309}",25,0,-118.6036529187792,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
942,False,"{'a': 0.1, 'e': 0.9988587716774113}",25,0,-119.11770945883242,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
943,False,"{'a': 0.1, 'e': 0.998636825133944}",20,0,-122.38861867177108,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
944,False,"{'a': 0.1, 'e': 0.9884368295391845}",20,0,-168.05788788047883,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
945,False,"{'a': 0.1, 'e': 0.9683606998774463}",35,0,-75.58987119575951,"{0: 22, 1: 7, 2: 6, 3: 0, 4: 0}",0
946,False,"{'a': 0.1, 'e': 0.9386090302000182}",25,0,-149.5844643964875,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
947,False,"{'a': 0.1, 'e': 0.8994790893557311}",30,0,-67.67803558509864,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
948,False,"{'a': 0.1, 'e': 0.8513618507788512}",25,0,-140.15040139365402,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
949,False,"{'a': 0.1, 'e': 0.7947380860118082}",20,6,-18.864588213699367,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
950,False,"{'a': 0.1, 'e': 0.7301735609948197}",30,0,-76.63120461588287,"{0: 19, 1: 1, 2: 10, 3: 0, 4: 0}",0
951,False,"{'a': 0.1, 'e': 0.6583133831196504}",20,12,9.278610304173684,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.1, 'e': 0.5798755555298325}",20,9,-12.891855050164091,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
953,False,"{'a': 0.1, 'e': 0.49564380307052297}",25,0,-17.658031930632482,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
954,False,"{'a': 0.1, 'e': 0.4064597415690034}",25,17,-9.071540067402683,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
955,False,"{'a': 0.1, 'e': 0.31321446868745406}",25,6,-65.84942636831536,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
956,False,"{'a': 0.1, 'e': 0.21683966036970423}",25,1,-23.509274842959336,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
957,False,"{'a': 0.1, 'e': 0.118298261843216}",20,7,-30.71462911092542,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
958,False,"{'a': 0.1, 'e': 0.018574866188582624}",20,1,32.06683029125872,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.1, 'e': 0.08133412338895851}",25,10,27.65205520256717,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.1, 'e': 0.18043044929108396}",25,13,15.117889553568835,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.1, 'e': 0.2777239737862836}",25,13,2.371876748533319,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.1, 'e': 0.3722425721387373}",25,13,2.399644073489656,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
963,False,"{'a': 0.1, 'e': 0.46304184575742857}",20,11,-19.35186788645935,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
964,False,"{'a': 0.1, 'e': 0.5492145583145832}",25,0,-82.51187642848984,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
965,False,"{'a': 0.1, 'e': 0.629899700551255}",30,0,-188.8264528624571,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 4}",0
966,False,"{'a': 0.1, 'e': 0.7042910931971872}",35,0,-123.91265594063701,"{0: 20, 1: 8, 2: 5, 3: 1, 4: 1}",0
967,False,"{'a': 0.1, 'e': 0.7716454420475659}",20,8,-65.47084109459381,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 1}",1
968,False,"{'a': 0.1, 'e': 0.8312897647130846}",25,0,-279.63966543725087,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 6}",0
969,False,"{'a': 0.1, 'e': 0.8826281148374443}",25,0,-148.52399473248622,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
970,False,"{'a': 0.1, 'e': 0.9251475365964139}",20,0,-85.6829223479037,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
971,False,"{'a': 0.1, 'e': 0.958423189982834}",20,8,-21.44287509330467,"{0: 8, 1: 3, 2: 0, 3: 1, 4: 0}",1
972,False,"{'a': 0.1, 'e': 0.9821225956675267}",25,0,-169.38243316878967,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
973,False,"{'a': 0.1, 'e': 0.9960089570228793}",30,0,-186.75444373753493,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
974,False,"{'a': 0.1, 'e': 0.9999435261164458}",25,0,-181.30614448595836,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 2}",0
975,False,"{'a': 0.1, 'e': 0.9938869900344416}",20,0,-143.6052942959512,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
976,False,"{'a': 0.1, 'e': 0.9778998636833706}",20,0,-74.36023059114926,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
977,False,"{'a': 0.1, 'e': 0.9521418851450957}",30,0,-109.29800692092338,"{0: 18, 1: 5, 2: 6, 3: 0, 4: 1}",0
978,False,"{'a': 0.1, 'e': 0.9168704196267085}",20,0,-141.42924799868493,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
979,False,"{'a': 0.1, 'e': 0.8724378879524822}",25,0,-222.85423598788026,"{0: 10, 1: 4, 2: 7, 3: 1, 4: 3}",0
980,False,"{'a': 0.1, 'e': 0.8192882452914593}",20,0,-119.74422138147631,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
981,False,"{'a': 0.1, 'e': 0.7579525453041631}",20,0,-128.31821409615912,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
982,False,"{'a': 0.1, 'e': 0.6890436340299974}",20,7,-38.865755544851275,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
983,False,"{'a': 0.1, 'e': 0.6132500265321366}",25,0,-30.74180711973025,"{0: 17, 1: 6, 2: 2, 3: 0, 4: 0}",0
984,False,"{'a': 0.1, 'e': 0.5313290274826848}",20,0,-235.6812583304343,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 5}",0
985,False,"{'a': 0.1, 'e': 0.44409916442465225}",25,10,-73.42610715388247,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 1}",1
986,False,"{'a': 0.1, 'e': 0.35243200931534197}",20,7,-54.74100080434168,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
987,False,"{'a': 0.1, 'e': 0.25724347006749937}",30,14,11.231516926028101,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.1, 'e': 0.15948463910011432}",20,9,22.947019917996013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.1, 'e': 0.060132290337467434}",20,12,-27.314596267596613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
990,False,"{'a': 0.1, 'e': 0.0398208803931389}",20,6,26.768457441638315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.1, 'e': 0.1393761740499041}",20,8,21.382433384375332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.1, 'e': 0.23753886704718638}",30,10,13.502405264732513,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
993,False,"{'a': 0.1, 'e': 0.33332815020485684}",25,1,9.216548541088105,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
994,False,"{'a': 0.1, 'e': 0.4257869286693041}",25,0,-87.61801668846931,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
995,False,"{'a': 0.1, 'e': 0.5139913848889341}",25,0,-165.5737075012218,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
996,False,"{'a': 0.1, 'e': 0.5970602090937286}",25,19,-2.4290546160281834,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.1, 'e': 0.6741634050511123}",25,5,-56.006298649461094,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
998,False,"{'a': 0.1, 'e': 0.7445305831140288}",30,0,-56.87012723603835,"{0: 18, 1: 8, 2: 4, 3: 0, 4: 0}",0
999,False,"{'a': 0.1, 'e': 0.80745865769955}",20,0,-5.067900871224124,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1000,False,"{'a': 0.1, 'e': 0.8623188722876839}",25,7,-58.425186451871625,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
1001,False,"{'a': 0.1, 'e': 0.9085630817486479}",20,11,-37.41054512540526,"{0: 4, 1: 1, 2: 4, 3: 0, 4: 0}",1
1002,False,"{'a': 0.1, 'e': 0.9457292292277979}",20,3,-86.1306536439316,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
1003,False,"{'a': 0.1, 'e': 0.973445962865028}",25,0,-231.20849162443477,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 4}",0
1004,False,"{'a': 0.1, 'e': 0.9914363462197612}",20,0,-142.4968215372659,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
1005,False,"{'a': 0.1, 'e': 0.9995206253283515}",20,0,-137.57245762977428,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
1006,False,"{'a': 0.1, 'e': 0.9976180247462524}",20,0,-56.077425405702144,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1007,False,"{'a': 0.1, 'e': 0.9857475546295646}",20,0,-71.79019048357016,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
1008,False,"{'a': 0.1, 'e': 0.9640278207918351}",25,0,-95.64552182400445,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
1009,False,"{'a': 0.1, 'e': 0.932675839633987}",20,0,-147.63989739078005,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
1010,False,"{'a': 0.1, 'e': 0.8920048697881602}",25,0,-109.46700515792867,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
1011,False,"{'a': 0.1, 'e': 0.842421282141011}",25,1,-95.89229049238607,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
1012,False,"{'a': 0.1, 'e': 0.784420499510169}",30,11,-40.507421954012194,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 0}",1
1013,False,"{'a': 0.1, 'e': 0.7185820465431555}",20,0,-146.66572954136487,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
1014,False,"{'a': 0.1, 'e': 0.6455637592987364}",25,0,-216.05886955857326,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 4}",0
1015,False,"{'a': 0.1, 'e': 0.5660952123664124}",30,0,-138.80599495907225,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
1016,False,"{'a': 0.1, 'e': 0.48097042919830946}",20,1,-31.27463883941463,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 1}",1
1017,False,"{'a': 0.1, 'e': 0.3910399484893553}",20,0,21.871298314597624,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1018,False,"{'a': 0.1, 'e': 0.2972023258757038}",25,9,-5.728115671252994,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1019,False,"{'a': 0.1, 'e': 0.20039515586394296}",25,19,-31.305730812864308,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1020,False,"{'a': 0.1, 'e': 0.10158570369662134}",20,10,20.34118685366636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.1, 'e': 0.0017612407577180785}",25,19,11.490668404842818,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,13,23.277711441006492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,19,13.15160000585718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,13,13.195598808511456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,10.32126460551532,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,14,19.564550176093498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,12,20.52728428479891,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,12,13.14418499971915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,12,15.488937974116688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,11,18.776812419668698,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,13,22.113106622325667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,4,30.355039097663965,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,16,29.87437793734852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,20,10.192662145451267,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,10,18.908194923078437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,16,28.615567763409956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,10,17.293503201745036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,10,36.83368326872443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,9,22.46557360029476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,11,19.306080867826438,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,11,19.045998589683894,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,13,25.83860898917115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,16,7.4152680276096055,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,6,27.56152932734646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",30,18,24.180340173233034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,19,10.849110505170495,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",30,22,13.514688634291597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,11,27.77398357608854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,15,19.089968341611172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,13,23.08878301486821,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,10,21.739374719545022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,16,9.093358826803076,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,18,14.031566681049167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",30,14,27.198039535994784,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,13,16.680789649912803,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,17,19.1872216890019,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,14,20.24656789928972,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,2,36.630123845970104,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,7,33.14875165219912,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,17,16.129154956431925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",35,13,48.22046301046753,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",35,22,23.016822856251014,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,8,22.447385417005446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,11,17.988437382614887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",30,24,12.846009203466725,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,12,12.818432555638418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,18,14.922354588592302,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,11,15.682493967909508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",30,16,27.526955519535896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",30,17,24.75964187592741,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,13,14.9554452564247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",25,17,16.408095643357633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",20,16,6.892820962339238,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",20,5,19.222789686218306,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",25,15,19.565609960789583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",20,10,17.61775933068861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",25,8,31.23386809859562,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",20,13,12.018932872226202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",30,12,33.85239604058345,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",35,17,35.23154269142046,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",25,15,14.464925516133613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",20,14,10.703633563248232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",20,12,17.5970844631724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",30,20,20.862125901681182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",25,14,22.64395270782889,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",30,12,34.89244992056386,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",20,13,13.236753977838678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",20,8,23.890318897617572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",25,20,9.808527144387584,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",35,23,25.70152697426323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",20,13,15.049971981191486,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",20,13,14.432899011157515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0, 'e': 0}",20,6,27.83774497535121,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",20,14,10.995510987522502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",25,7,29.654190618465144,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",25,11,29.115879439187292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",20,4,30.889859039079774,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",20,10,19.381585532378853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",30,11,36.60075326493009,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",25,5,34.23604897639062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",20,10,16.533892509039152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",25,13,24.64646594137261,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",20,10,15.69046061311207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",25,9,28.10372239672564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",25,16,14.796896278846356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",20,8,22.936705194723437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",20,13,10.599396032785137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",25,11,26.8507462445279,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",25,14,18.796073413547223,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",20,14,12.488631597056608,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",30,19,21.112385535811054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",20,16,6.804368427708872,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",20,12,12.218946664355915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",20,11,16.24766197635112,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
